"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DSE","Duff & Phelps Select Energy MLP Fund Inc.","5.23","$136.55M","2014","n/a","n/a","http://www.nasdaq.com/symbol/dse",
"EMN","Eastman Chemical Company","89.74","$12.9B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/emn",
"KODK","Eastman Kodak Company","3.45","$146.87M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kodk",
"KODK.WS","Eastman Kodak Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kodk.ws",
"KODK.WS.A","Eastman Kodak Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kodk.ws.a",
"ETN","Eaton Corporation, PLC","75.64","$33.33B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/etn",
"ETV","Eaton Vance Corporation","15.15","$986.02M","2005","n/a","n/a","http://www.nasdaq.com/symbol/etv",
"ETW","Eaton Vance Corporation","11.85","$1.26B","2005","n/a","n/a","http://www.nasdaq.com/symbol/etw",
"EV","Eaton Vance Corporation","51.79","$6.04B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ev",
"EOI","Eaton Vance Enhance Equity Income Fund","14.09","$551.95M","2004","n/a","n/a","http://www.nasdaq.com/symbol/eoi",
"EOS","Eaton Vance Enhanced Equity Income Fund II","14.97","$713.4M","2005","n/a","n/a","http://www.nasdaq.com/symbol/eos",
"EFT","Eaton Vance Floating Rate Income Trust","14.17","$564.87M","2004","n/a","n/a","http://www.nasdaq.com/symbol/eft",
"EFL","Eaton Vance Floating-Rate 2022 Target Term Trust","9.63","$202.23M","2017","n/a","n/a","http://www.nasdaq.com/symbol/efl",
"EFF","Eaton vance Floating-Rate Income Plus Fund","16.37","$124.52M","2013","n/a","n/a","http://www.nasdaq.com/symbol/eff",
"EHT","Eaton Vance High Income 2021 Target Term Trust","10.11","$216.97M","2016","n/a","n/a","http://www.nasdaq.com/symbol/eht",
"ETX           ","Eaton Vance Municipal Income 2028 Term Trust","19.91","$215.7M","2013","n/a","n/a","http://www.nasdaq.com/symbol/etx",
"EOT","Eaton Vance Municipal Income Trust","22.24","$338.38M","2009","n/a","n/a","http://www.nasdaq.com/symbol/eot",
"EVN","Eaton Vance Municipal Income Trust","12.54","$298.23M","1999","n/a","n/a","http://www.nasdaq.com/symbol/evn",
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","9.15","$582.55M","2007","n/a","n/a","http://www.nasdaq.com/symbol/etj",
"EFR","Eaton Vance Senior Floating-Rate Fund","14.22","$523.98M","2003","n/a","n/a","http://www.nasdaq.com/symbol/efr",
"EVF","Eaton Vance Senior Income Trust","6.43","$243.48M","1998","n/a","n/a","http://www.nasdaq.com/symbol/evf",
"EVG","Eaton Vance Short Diversified Income Fund","13.95","$249.43M","2005","n/a","n/a","http://www.nasdaq.com/symbol/evg",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","22.33","$1.63B","2003","n/a","n/a","http://www.nasdaq.com/symbol/evt",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","24.34","$353.67M","2004","n/a","n/a","http://www.nasdaq.com/symbol/eto",
"EXD","Eaton Vance Tax-Advantaged Bond","11.24","$109.38M","2010","n/a","n/a","http://www.nasdaq.com/symbol/exd",
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","16.96","$1.29B","2004","n/a","n/a","http://www.nasdaq.com/symbol/etg",
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","16.62","$414.26M","2005","n/a","n/a","http://www.nasdaq.com/symbol/etb",
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","11.81","$1.76B","2006","n/a","n/a","http://www.nasdaq.com/symbol/ety",
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","9.29","$2.8B","2007","n/a","n/a","http://www.nasdaq.com/symbol/exg",
"ECT","ECA Marcellus Trust I","2.3","$40.49M","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ect",
"ECR","Eclipse Resources Corporation","2.6","$683.12M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ecr",
"ECL","Ecolab Inc.","131.45","$37.98B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ecl",
"EC","Ecopetrol S.A.","11.65","$23.95B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ec",
"EIX","Edison International","80.89","$26.35B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eix",
"EDR","Education Realty Trust Inc.","36.01","$2.73B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/edr",
"EOCC","Enel Generacion Chile S.A.","26.46","$7.23B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eocc",
"EGN","Energen Corporation","54.95","$5.34B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ENR","Energizer Holdings, Inc.","45.4","$2.76B","2015","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EPC","Energizer Holdings, Inc.","59.76","$3.4B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/epc",
"ETE","Energy Transfer Equity, L.P.","16.31","$17.6B","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","Energy Transfer Partners, L.P.","16.75","$19.35B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ERF","Enerplus Corporation","9.1","$2.2B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erf",
"ENS","Enersys","67.14","$2.83B","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"EGL","Engility Holdings, Inc.","27.86","$1.03B","2015","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/egl",
"E","ENI S.p.A.","32.55","$59.15B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"ENLK","EnLink Midstream Partners, LP","14.8","$5.17B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlk",
"ENLC","EnLink Midstream, LLC","15.55","$2.81B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","19.6","$498.17M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","14.35","$480.22M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/enva",
"NPO","EnPro Industries","82.39","$1.76B","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"ESV","ENSCO plc","5.45","$2.38B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"ETM","Entercom Communications Corporation","11.45","$466.36M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/etm",
"ETM$","Entercom Communications Corporation","11.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/etm$",
"EAB","Entergy Arkansas, Inc.","25.1011","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","25.095","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, Inc.","25.24","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","86.51","$15.59B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","25","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.25","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","25.0722","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, Inc.","25.05","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, Inc.","25.078","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, Inc.","25.9242","n/a","2016","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","26.59","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","24.28","$52.27B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","6.2","$558.03M","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","49.55","$2.2B","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVHC","Envision Healthcare Corporation","29.05","$3.51B","2016","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/evhc",
"EVA","Enviva Partners, LP","28.45","$748.73M","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","9.1","$423.59M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","101.64","$58.77B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","2.49","$636.51M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","103.7","$5.48B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPR","EPR Properties","67.67","$4.98B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","27.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","35.6599","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","25.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","59.03","$15.66B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","26.24","$6.98B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","67.79","$5.46B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EXR","Extra Space Storage Inc","87.2","$10.99B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","80.24","$339.99B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","13.25","$4.28B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","28.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","32.17","$1.21B","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","196.09","$7.67B","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","152.7","$4.58B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FMSA","Fairmount Santrol Holdings Inc.","4.9","$1.1B","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"SFUN","Fang Holdings Limited","4.7","$2.04B","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/sfun",
"FPI","Farmland Partners Inc.","9.01","$291.36M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FPI^B","Farmland Partners Inc.","26.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpi^b",
"FBK","FB Financial Corporation","40.14","$1.23B","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","74.4","$1.86B","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FCB","FCB Financial Holdings, Inc.","47.8","$2.09B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","71.33","$757.39M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","25.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","26.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","27.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","132.5","$9.61B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FRT^C","Federal Realty Investment Trust","24.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frt^c",
"FSS","Federal Signal Corporation","20.71","$1.24B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FII","Federated Investors, Inc.","30.92","$3.12B","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FPT","Federated Premier Intermediate Municipal Income Fund","13.55","$75.69M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fpt",
"FMN","Federated Premier Municipal Income Fund","14.3","$88.52M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","216","$57.92B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"RACE","Ferrari N.V.","109.17","$26.8B","2015","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/race",
"FGP","Ferrellgas Partners, L.P.","4.65","$451.76M","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fgp",
"FOE","Ferro Corporation","23.91","$2.01B","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/foe",
"FCAU","Fiat Chrysler Automobiles N.V.","17.36","$33.79B","2014","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fcau",
"FBR","Fibria Celulose S.A.","16.06","$8.9B","1997","Basic Industries","Paper","http://www.nasdaq.com/symbol/fbr",
"FGL","Fidelity and Guaranty Life","31.25","$1.83B","2013","Finance","Life Insurance","http://www.nasdaq.com/symbol/fgl",
"FNF","Fidelity National Financial, Inc.","39.91","$13.51B","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnf",
"FNFV","Fidelity National Financial, Inc.","17.35","$5.87B","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnfv",
"FIS","Fidelity National Information Services, Inc.","92.06","$30.74B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fis",
"FMO","Fiduciary/Claymore MLP Opportunity Fund","10.91","$385.78M","2004","n/a","n/a","http://www.nasdaq.com/symbol/fmo",
"FAC","First Acceptance Corporation","1.26","$51.91M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fac",
"FAF","First American Corporation (The)","54.46","$6.04B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/faf",
"FBP","First BanCorp.","4.91","$1.06B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbp",
"FCFS","First Cash, Inc.","65.35","$3.08B","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCF","First Commonwealth Financial Corporation","14.22","$1.39B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcf",
"FDC","First Data Corporation","16.73","$15.45B","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fdc",
"FHN","First Horizon National Corporation","18.4","$4.31B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fhn",
"FHN^A","First Horizon National Corporation","25.4701","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhn^a",
"FR","First Industrial Realty Trust, Inc.","32.13","$3.85B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fr",
"AG","First Majestic Silver Corp.","6.79","$1.12B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ag",
"FRC","FIRST REPUBLIC BANK","92.31","$14.82B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc",
"FRC^C","FIRST REPUBLIC BANK","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^c",
"FRC^D","FIRST REPUBLIC BANK","25.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^d",
"FRC^E","FIRST REPUBLIC BANK","26.522","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^e",
"FRC^F","FIRST REPUBLIC BANK","26.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^f",
"FRC^G","FIRST REPUBLIC BANK","26.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^g",
"FRC^H","FIRST REPUBLIC BANK","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frc^h",
"FFA","First Trust","15.37","$306.99M","2004","n/a","n/a","http://www.nasdaq.com/symbol/ffa",
"FMY","First Trust","14.13","$59.53M","2005","n/a","n/a","http://www.nasdaq.com/symbol/fmy",
"FDEU","First Trust Dynamic Europe Equity Income Fund","18.04","$310.86M","2015","n/a","n/a","http://www.nasdaq.com/symbol/fdeu",
"FIF","First Trust Energy Infrastructure Fund","18","$315.9M","2011","n/a","n/a","http://www.nasdaq.com/symbol/fif",
"FSD","First Trust High Income Long Short Fund","16.3","$488.14M","2010","n/a","n/a","http://www.nasdaq.com/symbol/fsd",
"FPF","First Trust Intermediate Duration Preferred & Income Fund","24.7","$1.5B","2013","n/a","n/a","http://www.nasdaq.com/symbol/fpf",
"FEI           ","First Trust MLP and Energy Income Fund","14.14","$645.11M","2012","n/a","n/a","http://www.nasdaq.com/symbol/fei",
"FPL","First Trust New Opportunities MLP & Energy Fund","11.42","$278.79M","2014","n/a","n/a","http://www.nasdaq.com/symbol/fpl",
"FIV","First Trust Senior Floating Rate 2022 Target Term Fund","9.18","$328.9M","2016","n/a","n/a","http://www.nasdaq.com/symbol/fiv",
"FCT","First Trust Senior Floating Rate Income Fund II","12.85","$343.06M","2004","n/a","n/a","http://www.nasdaq.com/symbol/fct",
"FGB","First Trust Specialty Finance and Financial Opportunities Fund","6.5131","$93.4M","2007","n/a","n/a","http://www.nasdaq.com/symbol/fgb",
"FHY","First Trust Strategic High Income Fund II","12.85","$89.57M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhy",
"FEO","First Trust/Aberdeen Emerging Opportunity Fund","15.81","$81.69M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/feo",
"FAM","First Trust/Aberdeen Global Opportunity Income Fund","11.18","$144.78M","2006","n/a","n/a","http://www.nasdaq.com/symbol/fam",
"FE","FirstEnergy Corporation","34.65","$15.41B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/fe",
"FIT","Fitbit, Inc.","6.23","$1.48B","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/fit",
"OAKS","Five Oaks Investment Corp.","4.14","$91.66M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/oaks",
"OAKS^A","Five Oaks Investment Corp.","25.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oaks^a",
"FPH","Five Point Holdings, LLC","13.84","$862.78M","2017","Finance","Real Estate","http://www.nasdaq.com/symbol/fph",
"FBC","Flagstar Bancorp, Inc.","35.87","$2.05B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fbc",
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.","26.5","$507.74M","2013","n/a","n/a","http://www.nasdaq.com/symbol/dfp",
"PFD","Flaherty & Crumrine Preferred Income Fund Incorporated","15.5","$173.18M","1991","n/a","n/a","http://www.nasdaq.com/symbol/pfd",
"PFO","Flaherty & Crumrine Preferred Income Opportunity Fund Inc","12.04","$150.64M","1992","n/a","n/a","http://www.nasdaq.com/symbol/pfo",
"FFC","Flaherty & Crumrine Preferred Securities Income Fund Inc","20.74","$916.94M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ffc",
"BEN","Franklin Resources, Inc.","40.48","$22.42B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ben",
"FT","Franklin Universal Trust","7.24","$181.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ft",
"FI","Frank&#39;s International N.V.","6.56","$1.46B","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fi",
"FCX","Freeport-McMoran, Inc.","13.86","$20.06B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fcx",
"FMS","Fresenius Medical Care Corporation","48.83","$29.98B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms",
"FDP","Fresh Del Monte Produce, Inc.","47.04","$2.34B","1997","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/fdp",
"FRO","Frontline Ltd.","5.81","$986.59M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/fro",
"FSIC","FS Investment Corporation","8.2","$2.01B","2014","n/a","n/a","http://www.nasdaq.com/symbol/fsic",
"FCN","FTI Consulting, Inc.","41.51","$1.58B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/fcn",
"FF","FutureFuel Corp.","14.49","$633.82M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ff",
"GCV","Gabelli Convertible and Income Securities Fund, Inc. (The)","5.66","$79.69M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv",
"GCV^B","Gabelli Convertible and Income Securities Fund, Inc. (The)","26.7339","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gcv^b",
"GDV","Gabelli Dividend","21.95","$1.81B","2003","n/a","n/a","http://www.nasdaq.com/symbol/gdv",
"GDV^A","Gabelli Dividend","26.365","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdv^a",
"GDV^D","Gabelli Dividend","26.7367","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdv^d",
"GDV^G","Gabelli Dividend","25.2101","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdv^g",
"GAB","Gabelli Equity Trust, Inc. (The)","6.06","$1.44B","1986","n/a","n/a","http://www.nasdaq.com/symbol/gab",
"GAB^D","Gabelli Equity Trust, Inc. (The)","26.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^d",
"GAB^G","Gabelli Equity Trust, Inc. (The)","24.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^g",
"GAB^H","Gabelli Equity Trust, Inc. (The)","25.0293","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^h",
"GAB^J","Gabelli Equity Trust, Inc. (The)","25.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab^j",
"GAB~","Gabelli Equity Trust, Inc. (The)","0.057","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gab~",
"GGZ","Gabelli Global Small and Mid Cap Value Trust (The)","12.25","$95.21M","2014","n/a","n/a","http://www.nasdaq.com/symbol/ggz",
"GGZ^A","Gabelli Global Small and Mid Cap Value Trust (The)","25.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggz^a",
"GGZ~","Gabelli Global Small and Mid Cap Value Trust (The)","0.2598","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggz~",
"GGT","Gabelli Multi-Media Trust Inc. (The)","8.51","$206.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggt",
"GGT^B","Gabelli Multi-Media Trust Inc. (The)","26.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggt^b",
"GGT^E","Gabelli Multi-Media Trust Inc. (The)","24.6724","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggt^e",
"GUT","Gabelli Utility Trust (The)","7.047","$308.02M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gut",
"GUT^A","Gabelli Utility Trust (The)","25.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gut^a",
"GUT^C","Gabelli Utility Trust (The)","25.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gut^c",
"GFA","Gafisa SA","9.5","$128.57M","2007","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/gfa",
"GCAP","GAIN Capital Holdings, Inc.","7.06","$318.25M","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gcap",
"GBL","Gamco Investors, Inc.","28.1","$819.17M","1999","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gbl",
"GNT","GAMCO Natural Resources, Gold & Income Tust ","6.79","$141.89M","2011","n/a","n/a","http://www.nasdaq.com/symbol/gnt",
"GNT^A","GAMCO Natural Resources, Gold & Income Tust ","24.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnt^a",
"USAC","USA Compression Partners, LP","16.69","$1.04B","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/usac",
"USNA","USANA Health Sciences, Inc.","66","$1.58B","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/usna",
"USDP","USD Partners LP","10.3","$266.76M","2014","Transportation","Railroads","http://www.nasdaq.com/symbol/usdp",
"USG","USG Corporation","34.58","$4.89B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/usg",
"BIF","USLIFE Income Fund, Inc.","10.33","$1.1B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bif",
"VFC","V.F. Corporation","70.81","$27.98B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vfc",
"VAR","Varian Medical Systems, Inc.","109.03","$10.01B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/var",
"VGR","Vector Group Ltd.","21.99","$2.97B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/vgr",
"VVC","Vectren Corporation","66.59","$5.53B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/vvc",
"VEC","Vectrus, Inc.","32.14","$357.22M","2014","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/vec",
"VEDL","Vedanta  Limited","18.94","$17.6B","2013","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/vedl",
"VEEV","Veeva Systems Inc.","61.13","$8.6B","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/veev",
"VNTR","Venator Materials PLC","23.1","$2.46B","2017","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vntr",
"VTRB","Ventas Realty, Limited Partnership // Ventas Capital Corporati","25.52","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vtrb",
"VTR","Ventas, Inc.","64.4","$22.94B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vtr",
